id,ftemp,age,educ,annualinc,marital,children,race,homeowner,state
852001,1,52,13,43825.758,1,0,1,1,19
853001,1,52,17,79455.516,1,0,1,1,19
853170,1,57,17,79169.188,1,0,1,1,19
854001,1,43,15,71731.664,1,1,1,1,45
855170,1,41,17,104445.54,1,2,1,1,12
855171,1,38,16,68017.57,1,2,1,1,12
856006,1,30,14,45578.785,1,0,1,1,41
856172,1,35,17,98870.906,1,3,1,1,34
856175,1,36,16,33891.918,1,1,1,1,41
856176,1,31,12,66816.164,1,3,1,0,41
857003,0,39,16,75550.93,1,3,2,1,4
862170,1,34,12,80639.391,1,3,1,1,29
863003,1,37,15,57148.785,1,2,1,0,29
863004,1,35,14,53893.992,1,0,1,0,29
863005,1,32,14,66615.148,2,0,1,0,31
863171,1,27,12,74211.617,1,1,1,0,29
863173,1,30,14,75006.32,1,0,1,0,29
868003,1,31,12,59486.16,1,0,1,0,31
868004,1,40,12,97819.086,1,0,1,1,31
868005,1,24,12,42072.727,1,1,1,1,31
868178,1,40,16,81399.039,1,0,1,1,31
875001,1,45,14,63342.828,4,1,1,0,24
875003,1,27,17,65913.938,1,0,1,0,15
875004,1,24,14,53876.465,1,2,1,1,15
875170,1,51,14,32267.443,1,1,1,1,15
876003,1,37,12,40121.02,4,1,1,0,24
877001,1,54,13,28632.828,1,0,1,1,24
879001,1,48,17,165953.53,1,1,1,1,9
880002,1,36,12,18368.252,4,0,1,0,36
880003,1,33,16,50253.535,1,3,1,1,36
881003,1,38,17,180445.25,1,2,1,1,21
885171,1,41,12,41979.23,1,2,1,1,14
891001,1,49,15,131711,1,1,1,1,6
892021,1,43,14,93056.688,1,0,1,1,16
893001,1,47,17,80055.047,1,1,1,1,16
894170,1,50,17,47355.191,1,2,1,1,34
897005,1,34,14,44994.441,1,0,1,1,17
897006,1,27,12,19944.811,1,2,1,0,9
897170,1,44,13,60771.715,1,2,1,0,34
898001,1,55,17,82976.766,1,0,1,1,34
898003,1,29,12,65890.563,4,2,1,0,34
898004,1,30,16,78065.945,4,0,1,1,21
899001,1,47,12,41488.383,1,0,1,1,42
899003,1,25,11,12958.399,4,0,1,0,42
899170,1,45,11,75240.063,1,0,3,1,42
900001,1,55,12,50636.863,1,0,1,0,42
905003,1,39,12,27524.912,1,0,1,1,22
906001,1,53,17,145589.16,1,0,1,1,21
906170,1,27,16,75906.211,1,0,1,0,12
907170,1,40,17,65446.465,1,2,1,1,41
908001,1,53,12,68952.523,1,0,1,1,16
908004,1,34,13,15894.141,1,3,1,1,41
908005,1,29,16,60795.09,1,4,1,1,41
908171,1,35,13,37514.848,1,2,1,1,41
909004,1,27,14,20193.74,4,0,1,1,34
909170,1,33,15,29859.949,1,3,1,1,42
910003,1,37,16,61940.402,1,2,1,0,35
910007,1,26,16,59953.637,1,0,1,0,42
910170,1,35,16,91274.445,1,1,1,1,42
910173,1,31,16,60771.715,1,0,1,1,42
912170,1,39,12,34464.574,1,4,1,0,36
913004,1,35,17,146195.72,1,0,1,1,4
913005,1,31,16,93541.695,1,0,1,0,36
915003,1,31,14,31320.807,1,2,1,1,4
915170,1,31,13,57499.391,1,2,1,1,36
915171,1,32,17,32956.969,1,2,1,0,4
916004,1,34,15,99572.117,1,0,1,0,4
916021,1,42,12,30385.857,1,0,1,1,4
916173,1,29,11,31180.564,1,1,1,0,45
920001,0,55,12,19241.26,3,0,1,1,13
920003,1,25,12,44059.492,1,0,1,1,13
921003,1,40,12,23549.039,4,1,1,1,13
922001,1,48,16,518896.97,1,0,1,1,29
922003,1,25,16,75964.648,1,0,1,1,29
922171,1,26,14,66848.891,1,1,1,1,29
923001,1,54,13,149591.92,1,0,1,1,29
923170,1,36,11,96650.398,1,0,1,0,29
931170,1,27,12,26061.717,1,1,1,1,45
934021,1,45,12,72341.719,1,3,1,1,23
935001,1,49,13,20557.201,5,0,1,1,23
935176,1,29,14,61180.758,1,1,1,1,23
935177,1,32,16,100886.89,1,0,1,1,4
935178,1,36,12,38723.27,1,3,1,1,23
937003,1,34,13,19283.332,4,0,2,0,42
939170,1,49,17,308714.47,1,1,1,1,1
946001,1,44,15,105766.16,1,2,1,1,24
948001,1,42,16,119767.03,1,3,1,1,12
950001,1,42,16,56506.008,1,1,1,1,24
951001,1,43,16,93494.945,1,1,1,1,24
952170,1,42,17,247224.02,1,2,1,1,20
952171,1,41,12,75964.648,1,2,1,1,20
958004,1,25,12,31732.186,1,2,1,1,26
958005,1,24,12,7132.4956,2,0,1,1,26
961175,1,23,11,42072.727,1,1,1,1,41
963003,1,33,17,90573.227,2,0,1,1,4
963021,1,42,17,160811.31,1,2,1,1,21
963171,1,34,17,46563.988,1,2,1,1,5
964171,1,43,12,76882.063,1,0,1,1,34
964173,0,34,10,9466.3633,1,2,1,0,34
967003,1,37,12,61706.664,1,0,1,1,4
967021,1,42,16,83175.445,2,0,1,1,34
970004,1,26,13,39910.656,1,0,1,1,16
970170,1,30,12,30385.857,1,2,1,1,16
971004,1,29,15,26295.453,2,0,1,0,32
976001,1,42,16,12212.777,4,1,1,1,45
980001,1,45,8,58366.559,1,1,1,1,32
980176,1,29,12,42540.199,1,2,1,1,32
982004,1,24,12,19867.676,1,1,1,0,32
982170,1,32,14,43708.887,1,1,1,1,32
988001,1,48,16,113100.84,1,2,1,1,4
990001,1,47,17,94566.633,1,2,1,1,4
991001,1,43,13,71523.633,1,1,1,1,22
997003,1,48,12,58583.934,1,1,1,1,46
998001,1,53,14,11686.868,3,0,1,1,46
998003,1,26,16,71757.375,1,0,1,1,46
999003,1,34,12,52590.906,1,2,1,1,46
999172,1,31,14,91157.57,1,0,1,1,46
1000005,1,34,16,123448.39,1,2,1,1,46
1000170,1,39,13,62758.484,1,2,1,1,46
1000172,1,39,16,196339.39,1,2,1,1,46
1010170,1,38,12,63109.09,1,0,1,1,4
1012003,1,38,14,98870.906,1,3,1,1,29
1013005,1,37,15,56521.203,1,2,1,0,29
1013171,1,31,12,49084.848,1,1,1,0,29
1014001,1,54,15,34593.129,1,0,1,1,29
1028003,1,41,10,9349.4951,5,0,1,0,37
1028172,1,31,14,38872.863,1,4,1,0,37
1028175,1,29,14,70121.211,1,1,1,1,9
1029170,1,32,11,18348.383,1,2,1,1,37
1029171,1,29,14,17647.172,1,1,1,1,37
1030172,1,32,12,85492.945,1,1,1,0,19
1033002,1,42,16,54313.551,1,1,2,1,1
1036001,1,46,17,53858.934,1,1,1,1,39
1037002,1,43,15,82386.578,1,3,1,1,45
1037003,1,41,14,55980.102,1,2,1,1,45
1037176,1,35,13,42306.465,1,2,1,0,45
1038172,1,40,14,58823.516,1,2,1,0,21
1043172,1,30,12,65187.016,1,0,1,1,21
1047175,1,50,12,51831.262,1,1,1,0,4
1048177,0,37,12,12271.212,1,4,1,0,35
1048181,1,27,11,20019.605,1,1,3,0,35
1051004,1,38,11,39133.48,1,4,1,1,36
1055001,1,50,12,63639.672,1,0,1,1,35
1055003,1,27,13,46572.172,1,1,1,0,42
1055004,1,25,13,31513.641,1,2,3,0,35
1061006,1,23,11,47916.16,2,0,1,0,21
1061170,1,39,14,44994.441,1,1,1,0,21
1062003,1,39,17,432414.13,2,0,1,1,4
1062170,1,40,16,97223.055,1,2,1,1,6
1064003,1,48,17,86445.43,1,2,1,1,9
1065170,1,46,17,92092.523,1,2,4,1,43
1066001,1,51,12,22964.697,1,0,1,0,42
1068172,1,33,17,88469.594,1,0,1,0,10
1070021,1,41,16,92326.258,1,2,2,1,13
1072001,1,55,12,43825.758,1,1,1,1,41
1072003,1,28,12,52590.906,1,1,1,1,41
1074021,1,46,16,109505.95,1,3,1,1,29
1075001,1,57,12,84570.852,1,0,1,1,29
1075172,1,33,12,44410.102,1,3,1,1,29
1075173,1,30,10,65446.465,1,2,1,0,29
1075174,1,47,12,34780.121,1,2,1,1,29
1077170,1,34,16,51422.223,1,2,1,1,32
1077171,1,32,17,77133.328,1,0,1,1,32
1079006,1,25,13,72458.586,1,0,1,0,4
1080001,1,45,16,85743.047,1,1,1,1,45
1081003,1,39,16,51363.785,1,2,1,1,43
1081171,0,36,11,41217.246,1,1,1,1,43
1083001,1,53,12,144426.31,1,0,1,1,20
1084001,1,59,13,39660.555,1,0,1,1,20
1084007,1,31,12,42072.727,4,0,1,0,20
1084173,1,36,14,63109.09,1,1,1,1,20
1088021,1,42,14,67824.742,1,3,1,1,22
1088170,1,41,14,68496.734,1,2,1,1,22
1090170,1,37,14,72458.586,1,3,1,1,48
1091001,1,48,14,67783.836,4,0,1,0,24
1092170,1,34,16,68298.063,1,2,1,1,13
1092171,1,32,16,118329.54,1,0,1,1,22
1093001,1,52,17,74795.961,1,0,1,1,6
1093170,1,27,16,43358.281,1,1,1,1,1
1093171,1,27,16,43241.414,1,1,1,0,6
1094001,0,50,6,7993.8179,4,0,1,0,3
1095170,1,40,12,64277.777,1,0,1,1,3
1096001,1,59,4,19838.459,1,0,1,1,45
1096004,1,32,12,17530.303,4,0,1,0,45
1096173,1,37,9,40904.039,1,2,1,1,45
1097002,1,38,14,52623.633,1,2,1,1,45
1098003,1,38,14,61472.93,4,0,1,0,45
1100001,0,49,5,65441.789,1,0,1,1,45
1100170,1,33,12,45111.313,1,0,1,1,45
1100171,1,26,12,42189.594,1,1,1,0,45
1105002,1,40,12,31250.686,1,2,1,1,24
1107006,1,29,14,68251.313,1,1,1,1,20
1107007,1,27,12,41722.121,1,1,1,0,20
1109004,0,32,16,11012.536,1,1,1,0,12
1109021,1,43,15,45666.438,2,0,1,1,17
1111003,1,31,17,102143.23,1,0,1,0,12
1111004,1,29,16,95247.977,2,0,1,0,12
1121001,1,43,12,69092.766,1,2,1,1,24
1121003,1,23,12,60771.715,1,2,1,0,4
1121173,1,47,12,16470.303,1,0,1,1,5
1125003,1,30,12,31087.07,1,3,1,1,3
1126170,1,43,13,67655.281,1,2,1,1,3
1129001,0,56,3,21129.857,1,5,2,1,32
1129006,1,29,12,31554.545,1,0,2,1,32
1129007,1,26,12,17997.777,1,2,2,0,32
1130001,1,42,13,53175.25,1,0,1,1,42
1131001,1,43,16,123151.55,1,1,1,1,42
1131172,1,44,17,97629.758,1,0,1,1,26
1141001,1,52,14,65475.68,1,2,1,1,42
1141170,1,29,11,102844.45,1,2,1,1,42
1142170,1,26,14,68952.523,1,1,1,1,22
1144004,1,37,12,43387.5,1,2,1,0,41
1144171,0,43,9,68243.133,1,1,1,1,41
1148001,1,57,16,59018.684,1,0,1,1,46
1149004,1,32,12,74795.961,1,1,1,0,46
1149171,1,30,9,45812.523,1,0,1,1,46
1151003,1,38,16,123179.59,1,2,1,1,12
1151004,1,31,16,137612.88,1,0,1,1,12
1151170,1,42,16,11219.394,1,4,1,0,42
1151172,1,38,17,87885.25,1,1,1,1,4
1152024,1,43,17,111142.12,1,3,1,1,18
1152172,1,44,14,73218.234,1,2,1,1,4
1152175,1,39,17,54997.234,1,1,1,0,32
1162170,1,56,13,112193.94,1,0,1,1,5
1162171,1,35,12,73977.875,1,2,1,0,5
1163003,1,39,16,73510.398,1,3,1,1,5
1163005,1,37,16,54928.281,1,3,1,1,5
1163006,1,35,15,55863.23,1,3,1,1,5
1163007,1,30,16,66030.805,1,2,1,1,5
1163008,1,28,16,27347.271,2,0,1,0,5
1163170,1,38,16,57616.262,1,2,1,1,5
1164001,0,57,10,20938.193,4,0,1,1,5
1164003,1,32,12,44753.695,1,2,1,1,5
1164004,1,30,12,30385.857,1,2,1,1,5
1164170,1,58,10,64862.121,1,0,1,1,5
1165003,1,35,10,11815.424,1,4,1,0,5
1166004,0,38,12,4805.6401,2,0,1,0,37
1166005,1,36,12,26061.717,1,3,1,0,32
1166009,1,25,12,12649.866,1,2,1,0,37
1166173,1,37,12,47033.801,1,3,1,1,37
1167175,1,46,8,22677.199,1,4,2,1,3
1168172,1,25,13,52590.906,1,2,2,0,5
1168173,0,26,12,49084.848,1,3,2,0,3
1169004,1,27,12,25769.545,4,0,1,1,9
1169176,1,34,15,90860.727,1,2,1,1,3
1173001,0,51,13,51609.211,4,0,1,1,1
1177003,1,44,16,27171.969,2,0,1,1,34
1178021,1,42,17,62992.219,1,2,1,1,13
1178173,1,32,16,47974.594,1,0,1,1,41
1179004,1,37,14,50253.535,1,2,1,1,34
1184003,1,48,16,136032.81,1,1,1,1,20
1184005,1,39,12,100621.6,4,0,1,1,20
1184006,1,35,12,56398.488,1,2,1,1,20
1184007,1,33,14,46046.262,1,2,1,1,20
1184173,1,43,12,115728.05,1,1,1,1,20
1185170,1,30,17,136736.36,1,0,1,1,4
1191172,1,40,12,60888.586,1,0,1,1,18
1192001,1,56,12,50428.836,1,0,1,1,18
1192006,0,27,10,21328.535,1,1,1,0,18
1192170,1,36,12,14024.242,1,2,1,1,18
1192171,1,34,12,41371.516,1,2,1,1,18
1192172,1,33,12,57265.656,1,2,1,1,18
1193001,1,59,17,19283.332,1,0,1,1,18
1200005,1,36,13,82976.766,1,2,1,1,21
1200172,1,41,13,142579.8,1,0,1,1,21
1200173,1,45,14,79938.18,1,0,1,1,21
1200174,1,30,12,62057.27,1,1,1,1,21
1205021,1,43,17,115232.52,1,2,1,1,21
1210004,1,34,14,46805.906,1,1,1,0,31
1211003,1,27,15,95131.109,1,0,1,1,31
1216008,1,37,12,21036.363,2,0,2,0,8
1220001,1,50,15,129388.83,1,0,1,1,42
1220003,1,30,12,8414.5449,4,0,1,1,42
1220004,1,28,16,40319.695,1,3,1,0,42
1221003,1,34,17,95131.109,1,0,1,1,48
1221004,1,32,17,37024,1,3,1,0,10
1221005,1,29,16,99922.727,1,0,1,0,2
1222001,1,56,9,41371.516,4,0,1,1,22
1222006,1,23,13,25652.676,1,1,1,1,24
1222174,1,29,13,31554.545,1,2,1,0,4
1225001,1,41,17,75380.305,1,2,1,1,5
1227002,1,39,16,52524.293,2,0,2,0,31
1227021,1,41,15,72575.453,1,2,2,1,12
1227022,1,42,15,117118.78,1,2,2,1,19
1228021,1,44,17,138255.66,1,3,2,1,37
1229170,1,49,17,155482.09,1,3,1,1,45
1233170,1,48,16,51188.484,1,2,1,1,21
1234003,1,43,13,35916.082,1,0,1,1,21
1236004,1,38,13,44877.574,4,0,1,1,24
1241001,1,42,12,56447.574,1,2,1,1,48
1242001,1,53,12,97935.961,3,0,1,1,13
1242003,1,34,16,101360.21,1,3,1,1,21
1242004,1,31,16,83210.5,1,1,1,1,21
1242005,1,28,16,71289.898,1,1,1,1,5
1242178,1,33,14,46396.867,1,1,1,0,13
1249001,1,44,14,193534.55,1,0,1,1,4
1254003,0,34,12,44001.059,4,0,1,1,16
1255001,1,43,16,74795.961,4,0,1,0,13
1258005,1,28,13,32509.361,1,0,1,0,51
1258170,1,38,16,72069.414,1,0,1,1,46
1260004,1,38,12,33541.313,4,2,1,1,31
1260006,1,33,12,54811.414,1,0,1,1,31
1260007,1,31,12,47245.336,1,0,1,0,31
1260178,1,27,12,37397.98,1,0,1,0,31
1261001,1,54,17,66030.805,1,0,1,1,31
1266173,1,29,14,32138.889,1,2,1,0,42
1267021,1,44,12,56565.613,1,1,1,1,42
1269003,1,35,14,40436.566,4,1,1,0,32
1270001,1,44,13,81924.945,1,0,1,1,32
1270174,1,32,14,35644.949,1,1,1,1,9
1271003,1,41,17,75205,1,2,1,1,32
1274170,1,40,16,54671.172,1,4,1,1,20
1275004,1,36,17,47799.293,1,0,1,0,20
1275005,1,32,17,107811.36,1,0,1,0,30
1275006,1,31,16,72575.453,1,2,1,0,20
1275174,1,31,17,82041.813,1,0,1,1,20
1281003,1,44,17,168290.91,1,2,1,1,29
1281004,1,41,16,46747.473,1,2,1,1,31
1281005,1,36,16,66606.969,1,2,1,1,31
1282003,1,42,17,72809.188,1,2,1,0,31
1282170,1,42,14,105883.03,1,3,1,1,31
1282171,1,36,13,74211.617,1,2,1,1,31
1284001,1,54,16,171563.23,1,0,1,1,31
1284003,1,26,17,84496.055,1,0,1,0,4
1284004,1,24,16,35644.949,2,0,1,0,31
1285171,1,37,16,593225.44,1,2,1,1,31
1285172,1,38,13,109622.83,1,1,1,1,31
1286170,1,37,16,61239.191,1,2,1,1,9
1286171,1,33,16,170067.31,1,2,1,1,9
1287001,1,47,16,499029.28,1,0,1,1,27
1288170,1,40,13,81223.734,1,2,1,1,24
1290021,1,42,15,57440.957,1,2,1,1,32
1290172,1,43,16,130776.05,1,2,1,1,34
1292170,1,53,12,67141.063,1,0,1,1,41
1292176,1,34,13,27487.514,1,2,1,1,41
1298003,1,32,12,57546.141,1,2,1,1,37
1298171,1,32,16,97001.008,1,2,1,1,29
1298174,1,31,16,124348.28,1,0,1,1,37
1300171,1,41,16,76490.555,1,2,1,1,10
1300175,0,35,12,33938.664,1,1,1,0,13
1302003,1,39,17,77542.375,1,3,1,1,46
1302170,1,38,16,99338.383,1,3,1,1,40
1303002,1,36,14,78342.922,4,0,1,0,22
1303004,1,30,13,44760.707,1,0,1,1,40
1306001,1,52,14,85255.703,1,0,1,1,20
1309170,1,33,10,20256.85,1,2,1,0,39
1311003,1,34,14,25711.111,2,0,2,0,45
1311004,1,29,14,23140,2,0,2,0,45
1312004,1,31,12,37982.324,1,1,2,0,45
1312172,1,30,14,70121.211,1,0,2,0,15
1314001,1,48,12,60494.738,1,0,1,1,21
1314003,1,24,16,22245.953,2,0,1,1,21
1314171,1,49,12,56096.969,1,0,1,1,21
1315170,1,30,12,45987.828,1,1,1,1,21
1315171,1,30,12,50534.02,1,0,1,1,21
1315174,1,24,13,45169.746,1,0,1,0,21
1328004,1,38,14,50954.746,1,1,1,1,4
1332003,1,28,12,82976.766,1,0,1,1,4
1332005,1,25,12,85314.141,1,0,1,0,4
1332171,1,38,12,76432.117,1,0,1,1,4
1335006,1,34,12,69209.633,1,3,1,1,24
1335007,1,33,12,57265.656,1,3,1,1,24
1335008,1,32,12,21620.707,1,2,1,1,24
1335009,1,30,12,21971.313,1,3,1,1,24
1335010,1,27,11,31437.676,1,3,1,1,24
1335172,1,38,12,36229.293,1,1,1,1,24
1335178,1,23,16,9583.2324,1,1,1,0,24
1336170,1,32,14,79236.969,1,2,1,1,20
1342003,1,37,12,28082.377,1,2,1,1,36
1345001,1,55,12,58236.832,1,0,1,1,12
1345005,1,30,12,25595.41,5,0,1,0,42
1345174,1,29,12,34106.957,1,1,1,1,12
1345175,1,28,12,36925.828,1,5,1,0,12
1351001,1,53,12,47960.57,1,0,1,1,37
1351003,1,30,12,101091.41,1,1,1,1,31
1351171,1,31,12,39083.227,1,3,1,0,37
1353171,1,40,13,71845.023,1,2,1,1,1
1353172,1,36,14,44410.102,1,2,1,0,13
1355006,1,26,14,64277.777,2,0,1,0,1
1355170,1,39,16,131477.27,1,2,1,1,10
1358001,1,50,7,15204.616,1,0,1,1,16
1358003,1,24,10,7012.1211,4,0,1,0,16
1358170,1,28,12,33070.332,1,1,1,1,16
1363003,1,25,16,57499.391,2,0,1,0,20
1369004,1,36,12,65469.836,4,0,1,1,51
1377003,1,42,17,129943.95,1,1,1,1,6
1377171,1,41,17,106934.84,1,3,1,1,19
1380001,0,49,17,9256,2,0,1,0,24
1381001,1,43,16,57616.262,1,1,1,1,24
1383002,0,29,12,37631.715,1,2,1,0,3
1383020,1,55,12,41453.32,1,3,1,0,3
1384001,1,43,16,65446.465,1,0,1,1,24
1387001,1,45,16,81864.18,1,3,1,1,42
1391001,0,45,13,21496.826,1,2,1,1,47
1394021,1,40,12,46326.746,1,1,1,1,13
1394172,0,39,8,20208.934,1,1,1,1,16
1394173,1,26,10,4485.4199,1,2,1,0,16
1397004,1,34,17,58083.734,1,2,1,1,46
1397005,1,26,16,27072.631,1,2,1,0,5
1399003,1,36,12,81223.734,1,1,1,1,46
1399004,1,34,13,78302.016,1,1,1,1,46
1401003,1,43,17,77296.945,1,1,1,1,9
1404001,1,47,12,37410.836,4,0,1,1,36
1406021,1,41,12,76214.742,1,1,1,1,36
1407001,1,49,11,18231.516,1,0,1,1,12
1407003,1,26,12,57499.391,1,1,1,1,12
1407004,1,24,12,32723.232,1,1,1,1,16
1411011,1,26,12,37397.98,1,3,2,0,29
1411012,1,23,12,16361.616,2,0,2,0,29
1415001,1,54,11,37785.984,1,0,1,1,3
1415170,1,30,12,34242.523,1,2,1,1,3
1419003,1,33,14,57999.59,1,3,1,1,16
1419004,1,30,16,31040.322,1,0,1,1,16
1419021,1,41,16,92209.391,1,2,1,1,35
1419022,1,40,15,71991.109,1,1,1,1,16
1425001,1,42,12,60428.121,1,1,1,1,31
1426003,1,25,11,24162.6,1,1,2,0,31
1429004,1,28,16,25734.484,2,0,1,0,31
1430005,1,29,15,7012.1211,2,0,1,0,32
1430170,1,29,16,68368.18,1,0,1,1,32
1431003,1,30,12,42072.727,1,1,1,1,45
1431172,1,23,16,59669.645,1,0,1,0,32
1432021,1,42,16,67783.836,1,2,1,1,45
1434001,1,45,15,43358.281,1,3,1,1,43
1435004,1,36,17,46513.734,2,0,1,0,4
1435005,1,28,14,84612.93,2,0,1,1,4
1438171,1,41,12,78524.07,1,4,2,1,1
1445004,1,37,12,36264.352,2,0,1,1,48
1445005,1,36,12,31303.277,1,3,1,1,48
1445006,1,34,12,32723.232,1,3,1,1,48
1445007,1,30,16,32197.322,1,3,1,0,48
1446021,1,42,14,73796.734,1,0,1,1,4
1451004,1,30,12,21737.576,1,1,1,1,24
1454001,1,42,17,77600.805,1,3,1,1,42
1458170,1,46,17,135567.67,1,0,1,1,46
1459004,1,37,14,43241.414,1,2,1,1,46
1460007,1,28,13,61940.402,1,1,1,0,5
1462001,1,55,17,81808.078,1,0,1,0,31
1468003,1,39,12,350.60605,4,0,1,0,10
1468004,1,35,12,33541.313,1,2,1,1,14
1468175,1,27,12,50253.535,1,0,1,1,5
1468176,1,31,12,29275.605,1,2,1,1,14
1473003,1,39,14,38449.797,1,3,1,1,26
1475001,1,47,12,49084.848,1,0,1,1,26
1475170,1,31,12,38566.664,1,2,1,1,15
1476001,1,47,13,37514.848,1,1,1,1,36
1476172,1,55,12,54928.281,1,0,1,1,46
1480001,1,49,10,14024.242,4,0,1,0,41
1485001,1,46,12,46630.605,1,0,1,1,21
1485171,1,25,14,40319.695,1,1,1,1,21
1494001,1,46,12,40904.039,1,0,1,0,35
1494004,1,24,11,18698.99,1,2,1,0,42
1494170,0,27,12,21770.299,1,0,1,0,35
1494174,1,36,17,78360.453,1,0,7,1,10
1496003,1,45,15,74001.25,1,2,1,1,21
1498001,1,47,10,39618.484,1,0,1,1,47
1498004,1,23,12,15192.929,1,1,1,0,47
1501001,0,45,16,70585.18,1,1,1,1,4
1504001,1,48,16,180229.05,1,0,1,1,4
1505003,1,39,17,47916.16,2,0,1,1,41
1505170,1,36,13,77128.656,1,0,1,1,4
1513170,1,46,17,128672.42,1,1,1,1,34
1513171,1,39,16,303858.59,1,0,1,1,9
1513172,1,39,16,84837.313,1,2,1,1,16
1515001,1,46,12,89170.805,1,1,1,1,42
1515003,1,25,12,38566.664,1,0,1,0,42
1516001,1,53,17,123852.76,1,0,1,1,22
1516004,1,25,16,48734.242,1,0,1,0,22
1520020,1,43,13,46977.703,1,0,1,1,22
1521170,0,39,13,60192.047,1,0,1,1,48
1522003,1,41,16,221466.16,1,1,1,1,21
1522005,1,39,17,164317.38,1,2,1,1,34
1522007,1,35,14,61940.402,4,0,1,0,34
1522009,1,31,17,233737.38,1,2,1,1,34
1522174,1,33,17,78302.016,1,2,1,1,4
1522176,1,29,17,72809.188,1,1,1,1,39
1523003,1,35,12,58434.344,1,0,1,1,34
1525171,1,38,17,167355.95,1,2,1,1,34
1530001,1,48,16,25711.111,1,0,1,1,45
1533005,1,26,17,49541.805,1,0,1,0,12
1533172,1,34,16,107986.66,1,1,1,1,48
1540001,0,52,10,81714.586,1,0,1,1,12
1540005,1,28,13,109272.22,2,0,1,0,12
1541004,1,36,12,40810.543,1,4,1,1,21
1541170,1,40,14,75964.648,1,2,1,1,21
1541172,1,35,12,67877.328,1,3,1,1,21
1541173,1,51,17,256176.16,1,0,1,1,5
1542003,1,32,16,87669.047,1,2,1,1,19
1542174,1,35,16,73442.617,1,3,1,1,35
1542177,1,29,14,74795.961,1,1,1,0,21
1547001,1,51,12,37397.98,1,1,1,1,31
1547170,1,33,14,73861.008,1,1,1,1,31
1549001,1,57,17,144332.83,1,0,1,1,31
1549004,1,23,16,44994.441,2,0,1,0,31
1551001,1,41,8,21854.443,1,0,1,0,24
1551171,1,24,12,15192.929,1,2,1,1,24
1559001,1,57,16,173082.52,1,0,1,1,9
1559003,1,27,16,96299.797,1,0,1,1,9
1565172,1,42,17,83753.945,1,2,1,1,42
1566004,1,33,16,50487.273,1,1,1,1,37
1566171,1,37,16,51188.484,1,0,1,1,37
1567021,1,42,16,71112.258,1,0,1,1,37
1567172,1,36,12,52590.906,1,1,1,1,37
1568003,1,38,12,34199.281,1,4,1,1,37
1570003,1,33,12,30404.557,1,2,2,0,13
1571170,1,42,12,40904.039,1,2,2,0,4
1572001,1,56,12,63072.859,1,0,2,1,13
1572003,1,31,11,53759.594,1,2,2,1,13
1572174,1,51,12,55423.805,1,3,2,1,13
1572175,1,43,12,28258.848,1,5,2,0,13
1577003,1,48,12,32138.889,1,2,1,1,3
1579004,1,44,15,55068.523,1,2,1,1,43
1579005,1,35,14,55042.813,1,2,1,1,43
1579170,1,46,17,80639.391,1,4,1,1,43
1579172,1,35,16,95131.109,1,3,1,1,43
1588170,1,38,16,29942.926,1,0,1,1,20
1591003,1,37,16,54110.199,1,3,1,1,34
1591004,1,36,12,64277.777,1,2,1,1,34
1591005,1,31,16,84729.797,1,1,1,1,34
1597170,1,32,15,107519.19,1,0,1,1,31
1599003,1,35,16,132645.95,1,1,1,1,34
1605001,1,42,16,108103.53,1,2,1,1,29
1608001,1,51,12,51338.074,1,2,1,1,36
1610001,1,52,14,49552.32,1,0,1,1,46
1611170,1,37,15,56096.969,1,1,1,1,3
1611172,1,35,12,41254.645,1,1,1,1,23
1612003,1,28,14,49084.848,1,1,1,0,31
1613004,1,37,12,65201.039,1,4,1,1,31
1613006,1,31,12,73042.93,1,2,1,1,31
1613171,1,37,14,63109.09,1,2,1,1,31
1613174,1,25,12,46700.727,1,0,1,0,31
1620170,1,44,17,130892.93,1,0,1,1,42
1621001,1,45,12,68975.898,1,0,1,1,45
1621171,1,28,16,76432.117,1,1,1,1,45
1624002,1,38,12,36249.16,4,0,1,0,20
1624021,1,41,16,53759.594,1,4,1,1,46
1624177,1,29,13,38999.078,1,2,1,1,46
1628001,1,53,12,105218.05,1,0,1,1,19
1628170,1,33,12,95101.891,1,2,1,1,19
1628171,1,37,12,58533.68,1,0,1,1,19
1630003,1,36,16,104723.69,1,0,1,1,20
1630005,1,30,16,84729.797,1,2,1,1,20
1630171,1,33,16,108687.88,1,1,1,1,20
1632001,1,44,17,146496.06,1,3,1,1,4
1634003,1,40,16,145384.64,1,2,1,1,21
1634004,1,34,12,70844.625,1,0,1,0,21
1635003,1,42,17,65797.07,1,1,1,1,21
1635004,1,38,12,73031.242,1,1,1,1,32
1644001,1,59,12,51422.223,1,0,1,1,31
1644171,1,30,15,23607.475,1,0,1,0,31
1645001,1,49,17,151929.3,1,0,1,1,4
1645003,1,26,16,78886.359,2,0,1,1,20
1645170,1,23,16,108804.74,1,0,1,0,4
1648001,1,46,12,33261.996,1,1,1,0,1
1648003,1,25,9,17358.506,1,0,1,0,1
1652171,1,39,12,29883.322,1,2,1,1,14
1654001,1,54,12,17530.303,1,0,1,1,14
1654004,1,33,12,40553.434,1,2,1,0,14
1654171,1,36,16,134398.98,1,0,1,1,19
1654172,1,35,15,112193.94,1,0,1,1,22
1655171,1,43,9,38566.664,1,4,1,1,14
1657001,1,47,10,102376.97,4,0,1,1,32
1658001,1,45,12,57499.391,4,0,1,0,32
