id,week,strtyear,strtmnth,fruitveg,age_ref,educ_ref,gender_ref,fam_size,state
386473,1,2018,1,47.95999908447266,34,16,1,3,42
386473,2,2018,1,60,34,16,1,3,42
386475,1,2018,1,9.879370212554932,88,12,2,1,36
386475,2,2018,1,0,88,12,2,1,36
386476,1,2018,1,2.649999976158142,63,12,1,1,48
386476,2,2018,1,0,63,12,1,1,48
386479,1,2018,1,19.97999954223633,28,16,2,4,49
386479,2,2018,1,20.1100001335144,28,16,2,4,49
386480,1,2018,1,3.490000009536743,88,12,2,1,41
386480,2,2018,1,0,88,12,2,1,41
386481,1,2018,1,13.83000016212463,70,13,1,3,
386481,2,2018,1,8.910000085830689,70,13,1,3,
386485,1,2018,1,0,52,12,2,1,37
386485,2,2018,2,4.070000171661377,52,12,2,1,37
386490,1,2018,1,13.68000030517578,39,13,2,4,6
386490,2,2018,1,10.58999991416931,39,13,2,4,6
386491,1,2018,1,29.69000053405762,81,13,2,1,24
386491,2,2018,1,15.54137003421783,81,13,2,1,24
386493,1,2018,1,0,36,13,1,2,6
386493,2,2018,1,3.990000009536743,36,13,1,2,6
386496,1,2018,1,40.64449882507324,42,13,1,3,4
386496,2,2018,1,0,42,13,1,3,4
386502,1,2018,1,36.74000072479248,70,11,1,2,12
386502,2,2018,1,16.13000041246414,70,11,1,2,12
386506,1,2018,1,1.820770025253296,38,14,2,1,36
386506,2,2018,1,0,38,14,2,1,36
386509,1,2018,1,10.47120952606201,48,14,2,3,28
386509,2,2018,1,11.9728798866272,48,14,2,3,28
386511,1,2018,1,5.200000166893005,70,14,2,2,6
386511,2,2018,2,18.6399998664856,70,14,2,2,6
386512,1,2018,1,35.09660911560059,46,15,2,3,13
386512,2,2018,2,0,46,15,2,3,13
386514,1,2018,1,45.83959007263184,52,15,1,2,25
386514,2,2018,1,51.97037220001221,52,15,1,2,25
386515,1,2018,1,27.11000061035156,44,16,1,5,49
386515,2,2018,1,46.82999992370606,44,16,1,5,49
386517,1,2018,1,0,32,12,2,5,37
386517,2,2018,1,0,32,12,2,5,37
386518,1,2018,1,0,72,13,2,1,48
386518,2,2018,2,9.380000114440918,72,13,2,1,48
386520,1,2018,1,26.69999980926514,38,11,1,3,12
386520,2,2018,1,2.490000009536743,38,11,1,3,12
386521,1,2018,1,24.40744018554688,69,15,2,2,9
386521,2,2018,1,7.26613974571228,69,15,2,2,9
386522,1,2018,1,21.84063005447388,40,11,2,3,48
386522,2,2018,1,5.980000019073486,40,11,2,3,48
386524,1,2018,1,20,51,11,1,4,6
386524,2,2018,1,24.5,51,11,1,4,6
386525,1,2018,1,36.30000114440918,40,15,1,3,13
386525,2,2018,1,30.39000034332275,40,15,1,3,13
386526,1,2018,1,2.939999938011169,20,12,1,3,37
386526,2,2018,1,0,20,12,1,3,37
386528,1,2018,1,7.820000171661377,33,15,2,4,48
386528,2,2018,1,0,33,15,2,4,48
386529,1,2018,1,2.980000019073486,35,10,2,1,6
386529,2,2018,1,6.400000095367432,70,13,2,1,6
386531,1,2018,1,7.690000057220459,48,14,1,5,37
386531,2,2018,2,12.77000045776367,48,14,1,5,37
386532,1,2018,1,24.93000078201294,27,15,2,2,31
386532,2,2018,1,7.5,27,15,2,2,31
386534,1,2018,1,23.68000030517578,25,12,2,3,36
386534,2,2018,2,0,25,12,2,3,36
386536,1,2018,1,8.639999866485596,41,15,2,4,12
386536,2,2018,2,0,41,15,2,4,12
386538,1,2018,1,11.16859984397888,38,13,1,5,51
386538,2,2018,1,7.230000138282776,38,13,1,5,51
386539,1,2018,1,39.91789054870606,39,13,1,4,39
386539,2,2018,1,4.367610096931458,39,13,1,4,39
386540,1,2018,1,10.92000031471252,83,11,1,1,51
386540,2,2018,1,7,83,11,1,1,51
386543,1,2018,1,22.4400007724762,27,15,2,1,6
386543,2,2018,1,43.05999970436096,27,15,2,1,6
386545,1,2018,1,19.28000020980835,50,15,1,4,27
386545,2,2018,1,47.1550407409668,50,15,1,4,27
386550,1,2018,1,42.97999954223633,56,10,2,4,6
386550,2,2018,1,1.769999980926514,56,10,2,4,6
386551,1,2018,1,3.459999918937683,64,12,1,2,53
386551,2,2018,1,1.269999980926514,64,12,1,2,53
386552,1,2018,1,22.75,41,13,1,3,25
386552,2,2018,1,49.64703941345215,41,13,1,3,25
386554,1,2018,1,0,57,16,2,1,42
386554,2,2018,1,16.31999969482422,57,16,2,1,42
386556,1,2018,1,19.39000034332275,62,16,2,2,6
386556,2,2018,1,0,62,16,2,2,6
386561,1,2018,1,7.509230136871338,53,16,2,4,42
386561,2,2018,2,5.827579975128174,53,16,2,4,42
386564,1,2018,1,10.53999996185303,44,15,1,2,40
386564,2,2018,1,0,44,15,1,2,40
386570,1,2018,1,26.55000019073486,54,10,1,4,48
386570,2,2018,1,17.28000020980835,54,10,1,4,48
386573,1,2018,1,0,33,11,2,4,
386573,2,2018,1,0,33,11,2,4,
386574,1,2018,1,11.47999954223633,49,13,1,2,49
386574,2,2018,1,12.82999992370606,49,13,1,2,49
386576,1,2018,1,0,24,15,2,2,
386576,2,2018,1,0,24,15,2,2,
386580,1,2018,1,0,70,15,1,2,
386580,2,2018,1,0,70,15,1,2,
386582,1,2018,1,0,69,13,1,1,6
386582,2,2018,1,2.906850099563599,69,13,2,1,6
386584,1,2018,1,0,39,16,1,5,12
386584,2,2018,1,50.99100112915039,39,16,1,5,12
386586,1,2018,1,1.639999985694885,53,14,2,1,
386586,2,2018,2,3.869999885559082,53,14,2,1,
386588,1,2018,1,41.62772130966187,36,15,2,2,53
386588,2,2018,2,23.06315040588379,36,15,2,2,53
386594,1,2018,1,22.80999946594238,63,15,2,6,2
386594,2,2018,1,0,63,15,2,6,2
386598,1,2018,1,0,41,11,1,1,45
386598,2,2018,2,0,41,11,1,1,45
386599,1,2018,1,27.92999935150147,31,14,1,4,
386599,2,2018,1,22.6700005531311,31,14,1,4,
386601,1,2018,1,38.56999969482422,72,13,1,3,36
386601,2,2018,1,28.38999938964844,72,13,1,3,36
386602,1,2018,1,0,75,13,1,2,42
386602,2,2018,1,0,75,13,1,2,42
386603,1,2018,1,46.51000022888184,30,15,1,2,25
386603,2,2018,2,42.02445983886719,30,15,1,2,25
386605,1,2018,1,48.00000095367432,61,13,1,5,6
386605,2,2018,1,46.99998903274536,61,13,1,5,6
386607,1,2018,1,18.32000017166138,39,16,2,2,24
386607,2,2018,2,4.539999961853027,39,16,2,2,24
386609,1,2018,1,0,77,12,1,2,26
386609,2,2018,1,0,77,12,1,2,26
386613,1,2018,1,0,55,15,1,2,17
386613,2,2018,1,14.03000020980835,55,15,1,2,17
386614,1,2018,1,16.76999950408936,37,16,1,5,25
386614,2,2018,1,139.4700012207031,37,16,1,5,25
386616,1,2018,1,9.819999694824219,63,14,2,1,
386616,2,2018,2,13.61999988555908,63,14,2,1,
386617,1,2018,2,6.920000076293945,53,16,1,1,37
386617,2,2018,2,4.549999892711639,53,16,1,1,37
386618,1,2018,1,14.06999969482422,33,12,2,5,
386618,2,2018,1,1.389999985694885,33,12,2,5,
386619,1,2018,1,19.60000038146973,38,12,2,5,31
386619,2,2018,1,23.69999980926514,38,12,2,5,31
386621,1,2018,1,31.88000011444092,73,13,1,2,45
386621,2,2018,2,28.44999980926514,73,13,1,2,45
386622,1,2018,1,3.370000004768372,70,10,1,2,36
386622,2,2018,1,32.56999969482422,70,10,1,2,36
386624,1,2018,1,9.850000381469727,53,14,1,4,12
386624,2,2018,2,5.650000214576721,53,14,1,4,12
386625,1,2018,1,0,26,12,1,3,27
386625,2,2018,1,0,26,12,1,3,27
386626,1,2018,1,6.289999961853027,60,12,1,2,
386626,2,2018,1,0,60,12,1,2,
386628,1,2018,1,15.14000034332275,58,15,2,2,51
386628,2,2018,2,8.460000038146973,58,15,2,2,51
386634,1,2018,1,0,27,13,2,4,49
386634,2,2018,1,0,27,13,2,4,49
386635,1,2018,1,0,61,16,1,1,24
386635,2,2018,1,0,61,16,1,1,24
386637,1,2018,1,13.18828988075256,60,16,2,3,6
386637,2,2018,1,13.05999994277954,60,16,2,3,6
386638,1,2018,1,48.71999835968018,21,13,2,2,24
386638,2,2018,1,0,21,13,2,2,24
386640,1,2018,1,14.39274978637695,29,16,1,2,2
386640,2,2018,1,0,29,16,1,2,2
386642,1,2018,1,8.992810010910034,80,14,1,2,
386642,2,2018,2,18.66092014312744,80,14,1,2,
386643,1,2018,1,0,19,13,2,1,42
386643,2,2018,2,0,19,13,2,1,42
386645,1,2018,1,3.380530118942261,29,15,2,1,27
386645,2,2018,1,23.31999969482422,29,15,2,1,27
386646,1,2018,1,6.150000095367432,35,11,1,2,25
386646,2,2018,1,2.490000009536743,35,11,1,2,25
386647,1,2018,1,6.980000019073486,49,12,1,2,36
386647,2,2018,2,6.980000019073486,49,12,1,2,36
386651,1,2018,1,1.789999961853027,40,13,2,1,41
386651,2,2018,1,15.13182973861694,40,13,2,1,41
386654,1,2018,1,6.410000085830689,75,15,2,1,31
386654,2,2018,1,3.430000066757202,75,15,2,1,31
